| 岗位 | 区域 | 薪资 | 年限信息 | 公司名称 | 公司信息 | 链接 |
| 高级java研发工程师 | 深圳·南山区·科技园 | 20-40K·16薪 | 5-10年本科 | 乐信集团 | 互联网已上市1000-9999人 | https://www.zhipin.com/job_detail/03807d2a93b17e0d1HN829y6EFtT.html |
| Java | 深圳·南山区·前海 | 25-30K | 5-10年大专 | 深圳前海和光舒卷... | 互联网天使轮100-499人 | https://www.zhipin.com/job_detail/2444e8f19f3863ff1HVz3N6_FVRZ.html |
| 资深java开发工程师 | 深圳 | 20-25K·13薪 | 5-10年本科 | 某500强上市公司 | 互联网金融已上市10000人以上 | https://www.zhipin.com/job_detail/db9e27792ca02e2c1X1z2tq7GVBY.html |
| 高级JAVA开发工程师 | 深圳·南山区·科技园 | 30-40K | 5-10年本科 | 喜千成 | 人力资源服务未融资100-499人 | https://www.zhipin.com/job_detail/a0847910abf147d31Hx609W8EFZQ.html |
| 高级 Java 开发工程师-T | 深圳 | 30-50K·13薪 | 5-10年本科 | 某小型区块链BaaS云服务平台公司 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/c5f9fbc1e1c2854e1HN53d-_FVRV.html |
| Java开发工程师（社交） | 深圳·南山区·科技园 | 20-30K·13薪 | 5-10年大专 | 章鱼时代 | 文化艺术/娱乐未融资100-499人 | https://www.zhipin.com/job_detail/885fd5ff4dd9bd861Hx43N66GFVW.html |
| 高级Java工程师 | 深圳·龙岗区·坂田 | 15-25K | 5-10年本科 | 睿翼 | 电子商务未融资100-499人 | https://www.zhipin.com/job_detail/641fe49ed021ff7d1HN709q-FFZS.html |
| Java开发 | 深圳·南山区·科技园 | 17-23K | 5-10年大专 | 法本 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/3dbc64bed1ccd17c1HN83920FlVU.html |
| Java架构师 | 深圳·南山区·西丽 | 20-30K | 5-10年本科 | Foscam | 计算机硬件不需要融资100-499人 | https://www.zhipin.com/job_detail/da1fab1fd75655211nZ92t-5FVNV.html |
| JAVA开发工程师 | 深圳·南山区·科技园 | 15-25K | 5-10年本科 | 浩然盈科 | 智能硬件20-99人 | https://www.zhipin.com/job_detail/279b48551349592a1XVy3d-_GFBV.html |
| 高级java工程师 | 深圳·福田区·香蜜湖 | 25-40K·13薪 | 5-10年本科 | 新洪才 | 广告营销不需要融资0-20人 | https://www.zhipin.com/job_detail/973bb82d916f79fe1nN_39-8F1FY.html |
| 中高级java开发（甲方） | 深圳·南山区·科技园 | 25-40K·16薪 | 5-10年本科 | 晴润科技 | 计算机软件未融资500-999人 | https://www.zhipin.com/job_detail/19fc7a51be4fb89e1HNz3tS8GVpV.html |
| 通用开发(java) | 深圳·福田区·车公庙 | 16-22K·13薪 | 5-10年本科 | 神州信息 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/d5caaecf986cd54b1Hx53NS1FFNS.html |
| Java工程师海外出差 | 深圳·南山区·科技园 | 25-40K | 5-10年本科 | 佳杰云星 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/3cd545540d0916431Hx82du_ElFX.html |
| java专家 | 深圳 | 30-45K·15薪 | 5-10年本科 | 某大型集成电路公司 | 电子/半导体/集成电路500-999人 | https://www.zhipin.com/job_detail/2178472d1f6c0cb01HJz0tS0F1RY.html |
| java开发工程师 | 深圳·坪山区·坪山 | 20-30K | 5-10年本科 | 比亚迪汽车有限公司 | 汽车零部件已上市10000人以上 | https://www.zhipin.com/job_detail/109f3fd3689cbcf61XN73tS1GVNR.html |
| Java技术经理 | 深圳·南山区·科技园 | 18-22K | 5-10年本科 | 中电金信 | 计算机软件B轮10000人以上 | https://www.zhipin.com/job_detail/8f10fbfaacaa9e781HN83di-ElVY.html |
| 高级Java工程师 | 深圳 | 25-40K | 5-10年本科 | 某中型融资担保公司 | 租赁/拍卖/典当/担保未融资100-499人 | https://www.zhipin.com/job_detail/0e0385b0f0757d6f1HNy0ti_E1ZR.html |
| java开发经理 | 深圳·南山区·科技园 | 18-30K | 5-10年本科 | 圣马歌 | 移动互联网未融资100-499人 | https://www.zhipin.com/job_detail/001f9bb0b72270111HF92t27F1ZT.html |
| JAVA开发工程师 | 深圳 | 20-23K | 5-10年本科 | 某大型医疗器械上市公司 | 医疗器械已上市10000人以上 | https://www.zhipin.com/job_detail/c107f708d1224c971Hx83Nu5GFNT.html |
| 高级JAVA-支付方向 | 深圳·南山区·科技园 | 25-45K·15薪 | 5-10年本科 | 道通科技 | 智能硬件已上市1000-9999人 | https://www.zhipin.com/job_detail/075240f2a2eea56a1Hdy39y9EFpU.html |
| Java开发-珠海 | 深圳 | 20-40K·14薪 | 5-10年本科 | 某大型服装零售业上市公司中国 | 其他行业已上市10000人以上 | https://www.zhipin.com/job_detail/d381aa853a29fc741Hx83Ni-E1BS.html |
| java | 深圳 | 21-25K·15薪 | 5-10年本科 | 某大型知名新能源上市公司 | 新能源已上市10000人以上 | https://www.zhipin.com/job_detail/d2355e051529674d1HB639-_GFdU.html |
| Java | 深圳·南山区·南油 | 25-30K | 5-10年本科 | 菜鸟娱乐 | 互联网未融资0-20人 | https://www.zhipin.com/job_detail/511cc19a07a65a8b1Hd-3Nu1GVFV.html |
| 高级java开发工程师 | 深圳·光明区·光明 | 20-30K·13薪 | 5-10年本科 | eMeet | 智能硬件B轮100-499人 | https://www.zhipin.com/job_detail/8d5ed865c2a3c18e1Hx-096_FltU.html |
| Java工程师（跨境物流） | 深圳·龙岗区·坂田 | 15-30K·14薪 | 5-10年大专 | 深圳易可达科技 | 跨境物流D轮及以上1000-9999人 | https://www.zhipin.com/job_detail/1bdf65073872b88e1HF_2d-1ElJX.html |
| 资金平台java专家工程师 | 深圳·南山区·科技园 | 30-60K·15薪 | 5-10年本科 | 滴滴 | 移动互联网D轮及以上1000-9999人 | https://www.zhipin.com/job_detail/22500a0fa5cb73b41HN92960EltU.html |
| Java开发工程师 | 深圳·南山区·科技园 | 15-25K·14薪 | 5-10年本科 | 昊博集团 | 投资/融资不需要融资1000-9999人 | https://www.zhipin.com/job_detail/3319e4d939ee5c3b1HR_2Nq0GVtQ.html |
| Java架构师(J10227) | 深圳·龙华区·龙华 | 25-35K | 5-10年本科 | 硅基仿生 | 医疗器械D轮及以上500-999人 | https://www.zhipin.com/job_detail/78311cc38731c3ce1HR63Nm5EVBU.html |
| Java专家 | 深圳·南山区·海岸城 | 30-60K·18薪 | 5-10年本科 | 阿里巴巴集团 | 互联网已上市10000人以上 | https://www.zhipin.com/job_detail/f6219a4a70070a2f0XB9092-EFM~.html |
| java开发高级工程师 | 深圳 | 18-35K | 5-10年本科 | 慧明科技 | 新零售未融资20-99人 | https://www.zhipin.com/job_detail/2bee52b1e035f8811HNy29y7EFZR.html |
| 高级Java工程师 | 深圳·南山区·前海 | 30-50K·14薪 | 5-10年本科 | 中智信 | 租赁/拍卖/典当/担保未融资100-499人 | https://www.zhipin.com/job_detail/4a7420aadc87c2691HN429u0GVdT.html |
| Java高级工程师 | 深圳·福田区·购物公园 | 15-25K·14薪 | 5-10年大专 | 智科城 | 批发/零售未融资100-499人 | https://www.zhipin.com/job_detail/e07df2a03cea613f1HR529i8EldW.html |
| Java开发工程师 | 深圳·南山区·科技园 | 14-21K | 5-10年本科 | 广州康诚 | 计算机软件不需要融资20-99人 | https://www.zhipin.com/job_detail/5db008ff92ef08cc1Hx80tu_EVpY.html |
| 资深java开发工程师 | 深圳 | 30-45K·15薪 | 5-10年本科 | 某大型投资上市公司 | 投资/融资已上市100-499人 | https://www.zhipin.com/job_detail/794b5db5590bab371XFy09i1ElZS.html |
| Java | 深圳·宝安区·西乡 | 20-30K | 5-10年本科 | 零距新超 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/d96f3d30fe700b641HNz39S7GVtR.html |
| 资深java开发工程师 | 深圳·南山区·科技园 | 30-40K·14薪 | 5-10年本科 | SHEIN | 电子商务D轮及以上10000人以上 | https://www.zhipin.com/job_detail/dd09933474f7ceca1HF_2NW_EFpZ.html |
| 【Web3优岗】Java技术专家 | 深圳 | 35-65K·18薪 | 5-10年本科 | 广东某中型互联网金融公司。 | 互联网金融100-499人 | https://www.zhipin.com/job_detail/601af6df3acc7bb71Hx_09W5E1BQ.html |
| 业务应用开发（JAVA） | 深圳 | 25-50K | 5-10年本科 | 招商证券 | 互联网金融已上市10000人以上 | https://www.zhipin.com/job_detail/0bfd8541af1f43561HV929W8F1VQ.html |
| 高级 Java 工程师-金融支付 | 深圳 | 20-40K | 5-10年本科 | 深圳某中型租赁/拍卖/典当/担保公司 | 租赁/拍卖/典当/担保100-499人 | https://www.zhipin.com/job_detail/e3e44c6a80af7b861Hx509i8EVFQ.html |
| Java开发工程师专家 | 深圳 | 30-50K·15薪 | 5-10年本科 | 某大型移动互联网公司 | 移动互联网不需要融资100-499人 | https://www.zhipin.com/job_detail/401006b3dc591fa11XNz2NW0FlpT.html |
| java（有数据背景） | 深圳 | 20-21K·13薪 | 5-10年本科 | 某大型互联网公司 | 互联网1000-9999人 | https://www.zhipin.com/job_detail/01fada5c24b2374d1Hx53t67GFFX.html |
| Java技术经理 | 深圳 | 45-65K·13薪 | 5-10年本科 | 某大型综合集团公司 | 物流/仓储10000人以上 | https://www.zhipin.com/job_detail/15793aa65f157ebd1HZ52di6EVJS.html |
| Java 高级后端工程师 | 深圳·龙华区·民治 | 20-25K | 5-10年大专 | 芥子区块 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/11437f89c7a68c601Hx-39q-FFJZ.html |
| java开发工程师 | 深圳 | 20-30K·16薪 | 5-10年本科 | 某知名生活服务(O2O)上市公司 | 生活服务(O2O)已上市1000-9999人 | https://www.zhipin.com/job_detail/48936b92d20b1c3a1HN50tS7E1FY.html |
| 高级Java开发工程师 | 深圳·南山区·科技园 | 15-25K | 5-10年大专 | Oceanpayment | 计算机服务A轮100-499人 | https://www.zhipin.com/job_detail/3c990c78b42521fa1nJy29q1FVBS.html |
| Java架构师 | 深圳·南山区·科技园 | 30-50K·14薪 | 5-10年本科 | 科华数据 | 大数据已上市1000-9999人 | https://www.zhipin.com/job_detail/7eb6fc76a6a540281nN529-0F1ZX.html |
| 资深java开发工程师 | 深圳·宝安区·西乡 | 20-40K | 5-10年本科 | 南暨北信息 | 企业服务天使轮100-499人 | https://www.zhipin.com/job_detail/f18036f16bfa78eb1HFz09W8F1VX.html |
| java高级开发 | 深圳 | 30-45K·13薪 | 5-10年本科 | 某大型知名生活服务(O2O)公司 | 生活服务(O2O)未融资10000人以上 | https://www.zhipin.com/job_detail/aca21a4c4ef1acab1HF739W8EVFX.html |
| 全栈开发JAVA工程师 | 深圳·龙岗区·横岗 | 14-25K·13薪 | 5-10年本科 | 铧佗医学 | 大数据C轮100-499人 | https://www.zhipin.com/job_detail/f93ea01101df5f1d1Xx53t6-ElpX.html |
| 算法工程专家(Java) | 深圳·宝安区·西乡 | 30-60K | 5-10年本科 | 海柔创新科技有限公司 | 计算机软件D轮及以上1000-9999人 | https://www.zhipin.com/job_detail/bdb71fcbaad46c051Hx40ti4GVJU.html |
| java后端开发工程师 | 深圳 | 20-30K | 5-10年本科 | 金证前海 | 计算机软件A轮100-499人 | https://www.zhipin.com/job_detail/161428590c09fbb91HJy2Ni6GFtX.html |
| java架构师 | 深圳·南山区·科技园 | 45-65K·16薪 | 5-10年本科 | BOSS直聘 | 人力资源服务已上市1000-9999人 | https://www.zhipin.com/job_detail/ef56112d0396c8cd1HB93di7EFVS.html |
| Java高级工程师（物联） | 深圳·光明区·公明 | 15-25K·14薪 | 5-10年本科 | 欣旺达智慧能源 | 储能100-499人 | https://www.zhipin.com/job_detail/51748e223e5030471XJ63dS8FFFX.html |
| java开发组长 | 深圳·龙岗区·平湖 | 20-30K | 5-10年本科 | 美龄美 | 电子商务不需要融资20-99人 | https://www.zhipin.com/job_detail/35a2210f8e0bb3461HZ_0ti8EVdS.html |
| Java开发工程师 | 深圳·南山区·科技园 | 20-40K·13薪 | 5-10年本科 | 波特时空科技 | 计算机软件未融资20-99人 | https://www.zhipin.com/job_detail/5f2f9ce8fdc921e11XN73tu9FlNX.html |
| java开发工程师 | 深圳 | 30-35K | 5-10年本科 | 某基金公司 | 基金0-20人 | https://www.zhipin.com/job_detail/232bee5de21e81c41HJ80ti-EVNR.html |
| java技术专家 | 深圳 | 40-55K·14薪 | 5-10年本科 | 某500强上市公司 | 互联网已上市10000人以上 | https://www.zhipin.com/job_detail/af49a7a022d62f911HR52NS6GFZX.html |
| Java开发工程师 | 深圳·南山区·科技园 | 15-25K | 5-10年本科 | 思倍云 | 互联网A轮100-499人 | https://www.zhipin.com/job_detail/91314d0b6e858afc1nxz3dW4GVpV.html |
| Java开发（客户服务方向） | 深圳 | 20-30K·15薪 | 5-10年本科 | 某大型已上市公司 | 保险已上市1000-9999人 | https://www.zhipin.com/job_detail/bf8c136b8d64fbdd1HNz2d67F1JQ.html |
| java高级研发工程师 | 深圳·南山区·南头 | 15-22K | 5-10年本科 | 佰众慧源 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/247098ffc95bddaa1Hx509S8FlNT.html |
| java后端 | 深圳 | 20-25K·14薪 | 5-10年本科 | 某电力公司 | 电力/热力/燃气/水利20-99人 | https://www.zhipin.com/job_detail/2859b3aac728a7071HBy3t-4FlZV.html |
| java开发工程师 | 深圳·福田区·华强北 | 15-25K | 5-10年本科 | 深圳塑造新材料技... | 互联网未融资0-20人 | https://www.zhipin.com/job_detail/d5eb145d6779dd891HVy2tu6E1JX.html |
| 高级java工程师 | 深圳·宝安区·西乡 | 18-23K | 5-10年本科 | 致宇信息技术 | 计算机软件A轮100-499人 | https://www.zhipin.com/job_detail/a005f20fa14234b01HN83Nu1ElNR.html |
| 高级java研发工程师 | 深圳·罗湖区·国贸 | 18-25K | 5-10年本科 | 恒益云 | 企业服务不需要融资0-20人 | https://www.zhipin.com/job_detail/610a85c11e563e8d1HN409m6GVJQ.html |
| 高级 Java 开发工程师 | 深圳·南山区·科技园 | 20-30K·15薪 | 5-10年本科 | 联易融 | 互联网金融已上市1000-9999人 | https://www.zhipin.com/job_detail/47e087eac37364ab1HZ-2di1GFFW.html |
| java工程师 | 深圳·龙岗区·坂田 | 16-22K·13薪 | 5-10年大专 | 锐莱科技 | 进出口贸易不需要融资100-499人 | https://www.zhipin.com/job_detail/de76c122a5a42c8f1XF52t69ElFW.html |
| 高级java架构师 | 深圳·南山区·科技园 | 40-50K | 5-10年本科 | 乾后咨询 | 互联网100-499人 | https://www.zhipin.com/job_detail/bb14adb6ed95a3531HN629-5F1dS.html |
| Java | 深圳 | 40-70K·15薪 | 5-10年本科 | 某大型服装公司 | 服装/纺织100-499人 | https://www.zhipin.com/job_detail/ec4eea100a8df9871HJ809y8EltV.html |
| java（中高级） | 深圳 | 14-26K | 5-10年本科 | 某大型计算机服务公司 | 计算机服务500-999人 | https://www.zhipin.com/job_detail/88029349a83554b71HNy39i8EldZ.html |
| Java（核心贷款核算） | 深圳·罗湖区·东门 | 15-30K | 5-10年本科 | 大连同方软银 | 计算机软件已上市500-999人 | https://www.zhipin.com/job_detail/b34aaef85a26a6301Hx73NS-F1dQ.html |
| java技术专家 | 深圳 | 30-50K·16薪 | 5-10年本科 | 某500强上市公司 | 生活服务(O2O)不需要融资10000人以上 | https://www.zhipin.com/job_detail/61dd503bebc290681XF_3Nu4E1ZU.html |
| 高级Java工程师 | 深圳·福田区·皇岗 | 12-24K | 5-10年本科 | 运动帝图 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/bb628b3eb76020781XJ429U~.html |
| java开发 | 深圳·南山区·科技园 | 15-25K | 5-10年本科 | 深圳虾多拉信息技术 | 大数据0-20人 | https://www.zhipin.com/job_detail/5aaff578ff5b795b1HJ439m9ElJU.html |
| 资深java开发工程师 | 深圳 | 30-45K | 5-10年本科 | 某大型投资上市公司 | 投资/融资已上市100-499人 | https://www.zhipin.com/job_detail/59a709800fd65d441Xx_2ti_FFZX.html |
| 高级JAVA工程师 | 深圳·龙华区·观澜 | 18-25K | 5-10年本科 | 英维克 | 其他行业已上市1000-9999人 | https://www.zhipin.com/job_detail/9837cbc910330dad33J60t66F1E~.html |
| 高级java开发 | 深圳·福田区·岗厦 | 19-22K | 5-10年本科 | 点证科技 | 互联网未融资100-499人 | https://www.zhipin.com/job_detail/bfb288b85e3b032a1HN92dS-F1pT.html |
| 高级java开发工程师 | 深圳 | 20-25K | 5-10年本科 | 某大型工程施工公司 | 工程施工500-999人 | https://www.zhipin.com/job_detail/b203dd6cc0e1b9911HVy09m-ElNU.html |
| Java开发专家 | 深圳·福田区·车公庙 | 40-70K·16薪 | 5-10年本科 | 深圳市大众管理咨询 | 人力资源服务不需要融资20-99人 | https://www.zhipin.com/job_detail/853dc09737fa8a1e1XJz3dS8GFRV.html |
| 资深java开发工程师 | 深圳·龙岗区·坂田 | 15-25K | 5-10年本科 | 安骏物流 | 跨境物流未融资500-999人 | https://www.zhipin.com/job_detail/bd7dd19c24e2d1311Hx82tu_FlJW.html |
| JAVA 工程师 | 深圳·龙岗区·坂田 | 25-40K·16薪 | 5-10年本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/b2df21e31b53b5600HZ909y7EQ~~.html |
| 高级 Java 工程师 | 深圳 | 25-40K·13薪 | 5-10年本科 | 某中型融资担保公司 | 租赁/拍卖/典当/担保未融资100-499人 | https://www.zhipin.com/job_detail/ded285e1b0e6881e1HNz3dy4EFNU.html |
| 高级Java工程师 | 深圳 | 25-40K | 5-10年本科 | 深圳某中型金融服务公司 | 租赁/拍卖/典当/担保100-499人 | https://www.zhipin.com/job_detail/4abf27989172a03d1Hx-3N60FFtU.html |
| 高级java开发（社交语聊） | 深圳·宝安区·西乡 | 25-35K | 5-10年大专 | 灏瀚网络 | 社交网络与媒体不需要融资20-99人 | https://www.zhipin.com/job_detail/56055929dfb0385d1Hx62968FVRQ.html |
| 高级Java开发（Web3) | 深圳·福田区·会展中心 | 25-45K | 5-10年本科 | 旭珑商顾 | 咨询不需要融资20-99人 | https://www.zhipin.com/job_detail/93a9abfbe22eab6f1Hx53t28E1NW.html |
| Java开发（餐补+周末双休） | 深圳·罗湖区·万象城 | 18-22K | 5-10年本科 | 信雅达科技股份 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/869cfec5f6eb48f51XZ-2t-6FVFR.html |
| Java | 深圳·宝安区·宝安机场 | 27-35K·14薪 | 5-10年大专 | 跨越速运集团有限公司 | 物流/仓储10000人以上 | https://www.zhipin.com/job_detail/0cbf395d2068300c1nZ-2di9GVJS.html |
| 中/高级java工程师 | 深圳 | 20-40K | 5-10年本科 | 某大型租赁公司 | 租赁/拍卖/典当/担保100-499人 | https://www.zhipin.com/job_detail/3228e990589f6d1a1HNz29m-EFFU.html |
| 资深Java开发工程师（游戏） | 深圳·南山区·蛇口 | 18-35K | 5-10年本科 | 柚乐网络科技 | 游戏不需要融资100-499人 | https://www.zhipin.com/job_detail/dadb96229e3b41661Hx52d69E1BS.html |
| Java | 深圳 | 30-45K·14薪 | 5-10年本科 | 某小型进出口贸易电商平台公司 | 进出口贸易0-20人 | https://www.zhipin.com/job_detail/b05d71e4820856941Hx52Ni0FFBX.html |
| Java | 深圳 | 15-25K·13薪 | 5-10年本科 | 某500强上市公司 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/f25da32c03fa227c1HF_0t61FFNV.html |
| java（现场面试） | 深圳·福田区·车公庙 | 15-22K | 5-10年本科 | 信必优Symbio | 互联网不需要融资1000-9999人 | https://www.zhipin.com/job_detail/f80acdf020a1ab361HN609m6E1dV.html |
| Java-中高级均有-快速入职 | 深圳·坪山区·坪山 | 21-22K | 5-10年本科 | 上海瑞应人才科技 | 计算机软件500-999人 | https://www.zhipin.com/job_detail/ecedd8e8b39092ad1Hx839-6GVZZ.html |
| 高级Java工程师 | 深圳 | 25-40K | 5-10年本科 | 某中型租赁/拍卖/典当/担保公司 | 租赁/拍卖/典当/担保未融资100-499人 | https://www.zhipin.com/job_detail/1f34c1692859f7961HNz29S9ElFS.html |
| Java架构师 | 深圳 | 35-50K·15薪 | 5-10年本科 | 某大型互联网公司 | 互联网A轮100-499人 | https://www.zhipin.com/job_detail/4f21f786277b4e071Hx52du8EFFR.html |
| 【深圳】中高级java | 深圳 | 20-21K | 5-10年本科 | 某大型计算机软件上市公司 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/8120c8972d6f8a7e1HNy3tq0FlJW.html |
| Java开发工程师 | 深圳 | 35-50K | 5-10年本科 | 某中型已上市计算机软件公司 | 计算机软件已上市100-499人 | https://www.zhipin.com/job_detail/0dffe6b0d5faa8aa1Hx53ti1FldR.html |
| JAVA开发工程师 | 深圳·龙岗区·龙岗宝荷 | 22-26K | 5-10年本科 | 比亚迪汽车工业 | 汽车研发/制造已上市10000人以上 | https://www.zhipin.com/job_detail/42740900483e081c1nV72929GFRW.html |
| JAVA开发工程师 | 深圳·南山区·西丽 | 11-21K | 5-10年本科 | 软通动力 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/b061f593d258be9d1X1_2tq4EFNX.html |
| 高级JAVA（央企，培养） | 深圳·南山区·科技园 | 21-25K·13薪 | 5-10年本科 | 中海科技 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/2aed93fb9b636bea1HN_2d21EFpQ.html |
| 高级java开发工程师 | 深圳·福田区·车公庙 | 20-30K | 5-10年本科 | Kmerit | 计算机软件D轮及以上500-999人 | https://www.zhipin.com/job_detail/1651db5fcefc5c711HN_3tm6FVBY.html |
| Java Developer | 深圳·南山区·科技园 | 15-30K | 5-10年本科 | 高阳科技 | 计算机软件已上市500-999人 | https://www.zhipin.com/job_detail/e4ccc0ac3681d0151Hx929S5GFRY.html |
| 高级 Java 工程师 | 深圳 | 25-40K | 5-10年本科 | 某中型融资担保公司 | 租赁/拍卖/典当/担保未融资100-499人 | https://www.zhipin.com/job_detail/a921a557342d8dd81HNy09i8E1pT.html |
| 高级 Java 工程师 | 深圳 | 25-40K | 5-10年本科 | 某中型租赁/拍卖/典当/担保公司 | 租赁/拍卖/典当/担保未融资100-499人 | https://www.zhipin.com/job_detail/b1f112eaabd3eb4a1Hx82d28FlBR.html |
| 高级Java工程师 | 深圳·福田区·梅林 | 25-40K | 5-10年本科 | 万物安全 | 信息安全B轮100-499人 | https://www.zhipin.com/job_detail/127ff81ab8f0df631HN52Nm1FFpZ.html |
| 高级java开发工程师 | 深圳·南山区·科技园 | 35-40K·15薪 | 5-10年本科 | 道通科技 | 智能硬件已上市1000-9999人 | https://www.zhipin.com/job_detail/ad6b98c6a1c6d10c1XNz2dy7ElJZ.html |
| java工程师 | 深圳 | 15-25K·16薪 | 5-10年本科 | 某互联网公司 | 互联网20-99人 | https://www.zhipin.com/job_detail/8d81537ff77b7fd71HBz3NW6EVpZ.html |
| 高级 java | 待遇nice | 深圳 | 40-70K·13薪 | 5-10年本科 | 某大型社交网络公司 | 社交网络B轮100-499人 | https://www.zhipin.com/job_detail/a4b02fbb6d8c64121HJ_3di7F1NV.html |
| 高级JAVA后端工程师 | 深圳·南山区·科技园 | 15-25K·14薪 | 5-10年大专 | 深圳市星岛科技有限公司 | 互联网不需要融资20-99人 | https://www.zhipin.com/job_detail/6f4bb29efc20dca23nFy2N28FFI~.html |
| 中级java开发工程师 | 深圳·南山区·科技园 | 15-25K·14薪 | 5-10年本科 | 昊博集团 | 投资/融资不需要融资1000-9999人 | https://www.zhipin.com/job_detail/415b949b0d1794381XF62du1FlZU.html |
| Java | 深圳·福田区·会展中心 | 16-22K | 5-10年本科 | 宏进农副产品 | 房地产开发经营1000-9999人 | https://www.zhipin.com/job_detail/2f5f2ac7eb8ae7291Hx82925GFpT.html |
| 高级java开发 | 深圳 | 15-25K | 5-10年本科 | 某中型人力资源服务公司 | 人力资源服务500-999人 | https://www.zhipin.com/job_detail/b2d4f7b4e7aa1e8e1Hx_2tm5ElFZ.html |
| java后端架构师 | 深圳·龙岗区·坂田 | 25-50K·16薪 | 5-10年本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/574151cb72fa673c1Hx539i1E1NR.html |
| 高级Java开发工程师 | 深圳·龙岗区·坂田 | 15-25K | 5-10年本科 | 安骏物流 | 跨境物流未融资500-999人 | https://www.zhipin.com/job_detail/929774128a09f4e41Hx83N29GFVU.html |
| 高级java开发工程师 | 深圳 | 20-30K·13薪 | 5-10年本科 | 跨越速运集团有限公司 | 物流/仓储10000人以上 | https://www.zhipin.com/job_detail/940e4c91c4a49ff11HF40ty0FlRW.html |
| 高级 Java 工程师薪资待遇好 | 深圳 | 25-40K | 5-10年本科 | 某中型融资担保公司 | 租赁/拍卖/典当/担保未融资100-499人 | https://www.zhipin.com/job_detail/0720290ad847b76b1Hx-3di4E1FZ.html |
| java开发工程师 | 深圳·坪山区·坪山 | 20-30K | 5-10年本科 | 比亚迪汽车工业 | 汽车研发/制造已上市10000人以上 | https://www.zhipin.com/job_detail/96116de1d35ed2741Hd73ti-GFVR.html |
| 高级Java工程师 | 深圳 | 25-40K | 5-10年本科 | 某中型融资担保公司 | 租赁/拍卖/典当/担保未融资100-499人 | https://www.zhipin.com/job_detail/95eeb0f8ee28e0261HNy0tS6FVVW.html |
| 高级 Java 工程师 | 深圳 | 25-40K | 5-10年本科 | 某中型融资担保公司 | 租赁/拍卖/典当/担保未融资100-499人 | https://www.zhipin.com/job_detail/617c0f1dabb0aaca1HNy2Ny7GFdV.html |
| java | 深圳 | 15-25K | 5-10年本科 | 某大型银行公司 | 银行1000-9999人 | https://www.zhipin.com/job_detail/db7e4c225bb73b471HNy3Nq9GVRZ.html |
| Java架构 (待遇nice) | 深圳 | 40-70K | 5-10年本科 | 某计算机软件公司 | 计算机软件天使轮20-99人 | https://www.zhipin.com/job_detail/b7a8840700e217511HJ-09u5GVZZ.html |
| 高级java开发 | 深圳·龙岗区·坂田 | 18-35K·14薪 | 5-10年本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/aa3a7607d4884e751HJy29y4E1RQ.html |
| 高级Java开发工程师 | 深圳·龙岗区·坂田 | 15-25K | 5-10年本科 | 安骏物流 | 跨境物流未融资500-999人 | https://www.zhipin.com/job_detail/da8bf0055ed8a8b11Hx82dq0F1ZV.html |
| 资深/高级Java | 深圳·宝安区·福永 | 25-35K·13薪 | 5-10年大专 | 跨越速运集团有限公司 | 物流/仓储10000人以上 | https://www.zhipin.com/job_detail/a87f469b742262f41X1_2t20EVJX.html |
| 资深java开发工程师 | 深圳·坪山区·坪山 | 15-30K | 5-10年本科 | 比亚迪汽车工业 | 汽车研发/制造已上市10000人以上 | https://www.zhipin.com/job_detail/20378354469dbfec1HN82Ny9GFtQ.html |
| java | 深圳 | 15-25K | 5-10年本科 | 某大型计算机软件及多元化服务上市公司 | 计算机软件已上市10000人以上 | https://www.zhipin.com/job_detail/e4f2e664a095d0af1HNy2NW7EFVR.html |
| 高级java研发工程师 | 深圳·龙岗区·坂田 | 15-25K | 5-10年本科 | 安骏物流 | 跨境物流未融资500-999人 | https://www.zhipin.com/job_detail/63755fa7c011701c1Hx_09-_EFJY.html |
| Java开发工程师 | 深圳·龙岗区·坂田 | 20-40K·16薪 | 5-10年本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/5865ce8b439681c41HJy2tm4GVZT.html |
| 国企Java开发工程师 | 深圳 | 20-21K | 5-10年本科 | 某大型互联网金融上市公司 | 互联网金融已上市1000-9999人 | https://www.zhipin.com/job_detail/7e8a1323dab9f5991HNy09y5FVZU.html |
